VIN (1-10),County,City,State,Postal Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Base MSRP,Legislative District,DOL Vehicle ID,Vehicle Location,Electric Utility,2020 Census Tract
5YJYGDEE4L,Clark,Vancouver,WA,98685.0,2020,TESLA,MODEL Y,BEV,Clean Alternative Fuel Vehicle Eligible,291.0,173603,18.0,115462735,POINT (-122.688741 45.711311),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040907.0
5YJXCBE20J,King,Kirkland,WA,98033.0,2018,TESLA,MODEL X,BEV,Clean Alternative Fuel Vehicle Eligible,238.0,178709,48.0,221008903,POINT (-122.1925969 47.676241),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022604.0
5YJ3E1EA5J,King,Kent,WA,98030.0,2018,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,215.0,58923,47.0,278808974,POINT (-122.1994204 47.3741045),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029604.0
5YJSA1E29H,King,Lake Forest Park,WA,98155.0,2017,TESLA,MODEL S,BEV,Clean Alternative Fuel Vehicle Eligible,210.0,74471,46.0,3535276,POINT (-122.301507 47.761784),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021300.0
5YJSA1E23H,King,Beaux Arts,WA,98004.0,2017,TESLA,MODEL S,BEV,Clean Alternative Fuel Vehicle Eligible,210.0,101016,41.0,303084169,POINT (-122.202397 47.619252),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023901.0
5YJ3E1EB0L,Clark,Battle Ground,WA,98604.0,2020,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,322.0,167245,18.0,132123484,POINT (-122.5256203 45.7875036),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040416.0
5YJ3E1EA7L,King,Kirkland,WA,98034.0,2020,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,266.0,68985,45.0,103398025,POINT (-122.2026532 47.7210518),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021905.0
5YJ3E1EB3J,Kitsap,Kingston,WA,98346.0,2018,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,215.0,177920,23.0,474598855,POINT (-122.5178351 47.7981436),PUGET SOUND ENERGY INC,53035090101.0
5YJ3E1EAXJ,King,Renton,WA,98059.0,2018,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,215.0,172392,5.0,474264444,POINT (-122.134502 47.492627),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031913.0
5YJXCAE24J,King,Seattle,WA,98112.0,2018,TESLA,MODEL X,BEV,Clean Alternative Fuel Vehicle Eligible,238.0,32373,43.0,262091049,POINT (-122.300312 47.629782),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006400.0
5YJ3E1EB7J,Kitsap,Bainbridge Island,WA,98110.0,2018,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,215.0,177811,23.0,475571183,POINT (-122.5305071 47.6400595),PUGET SOUND ENERGY INC,53035090700.0
5YJ3E1EB7K,King,Kirkland,WA,98034.0,2019,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,220.0,50829,45.0,4403829,POINT (-122.2026532 47.7210518),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022003.0
5YJSA1E18H,King,Bellevue,WA,98005.0,2017,TESLA,MODEL S,BEV,Clean Alternative Fuel Vehicle Eligible,210.0,40248,41.0,289254479,POINT (-122.167394 47.614119),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023601.0
5YJ3E1EB4K,King,Kirkland,WA,98033.0,2019,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,220.0,123385,45.0,228078042,POINT (-122.1925969 47.676241),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022401.0
5YJSA1E41G,King,Covington,WA,98042.0,2016,TESLA,MODEL S,BEV,Clean Alternative Fuel Vehicle Eligible,210.0,122142,47.0,144873130,POINT (-122.1145138 47.3581107),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031705.0
5YJ3E1EA5L,King,Bellevue,WA,98006.0,2020,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,266.0,111912,41.0,127527886,POINT (-122.144149 47.560742),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024701.0
5YJ3E1EB8L,King,Bellevue,WA,98004.0,2020,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,322.0,58154,41.0,260540388,POINT (-122.202397 47.619252),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023807.0
5YJ3E1EA7L,King,Bellevue,WA,98005.0,2020,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,266.0,91173,41.0,126116819,POINT (-122.167394 47.614119),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023601.0
5YJSA1E21G,Kitsap,Bainbridge Island,WA,98110.0,2016,TESLA,MODEL S,BEV,Clean Alternative Fuel Vehicle Eligible,210.0,166637,23.0,3262976,POINT (-122.5305071 47.6400595),PUGET SOUND ENERGY INC,53035090800.0
5YJ3E1EA2K,King,Bothell,WA,98011.0,2019,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,220.0,182401,1.0,263169056,POINT (-122.201408 47.754528),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021905.0
5YJSA1E27J,King,Seattle,WA,98177.0,2018,TESLA,MODEL S,BEV,Clean Alternative Fuel Vehicle Eligible,249.0,82221,32.0,476408152,POINT (-122.3691687 47.7403542),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000500.0
5YJSA1E27J,Kitsap,Bainbridge Island,WA,98110.0,2018,TESLA,MODEL S,BEV,Clean Alternative Fuel Vehicle Eligible,249.0,138468,23.0,475656023,POINT (-122.5305071 47.6400595),PUGET SOUND ENERGY INC,53035090800.0
5YJSA1E21H,King,Kirkland,WA,98033.0,2017,TESLA,MODEL S,BEV,Clean Alternative Fuel Vehicle Eligible,210.0,138310,45.0,348507043,POINT (-122.1925969 47.676241),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022402.0
1G1FZ6S0XL,King,Seattle,WA,98109.0,2020,CHEVROLET,BOLT EV,BEV,Clean Alternative Fuel Vehicle Eligible,259.0,98250,36.0,136934437,POINT (-122.3441532 47.6305366),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007101.0
1G1FY6S06L,King,Renton,WA,98056.0,2020,CHEVROLET,BOLT EV,BEV,Clean Alternative Fuel Vehicle Eligible,259.0,125284,11.0,260384106,POINT (-122.1819876 47.5098889),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025500.0
5YJ3E1EB7K,King,Kirkland,WA,98034.0,2019,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,220.0,48289,45.0,145479820,POINT (-122.2026532 47.7210518),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022003.0
SADHD2S16K,King,Kirkland,WA,98033.0,2019,JAGUAR,I-PACE,BEV,Clean Alternative Fuel Vehicle Eligible,234.0,117836,48.0,228416926,POINT (-122.1925969 47.676241),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022701.0
5YJ3E1EB7K,Yakima,Yakima,WA,98902.0,2019,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,220.0,85792,14.0,254309065,POINT (-120.530331 46.59534),PACIFICORP,53077000800.0
5YJ3E1EB8J,Clark,Vancouver,WA,98685.0,2018,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,215.0,156443,18.0,475821993,POINT (-122.688741 45.711311),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040904.0
5YJSA1CN5C,King,Newcastle,WA,98056.0,2012,TESLA,MODEL S,BEV,Clean Alternative Fuel Vehicle Eligible,265.0,59900,41.0,186109808,POINT (-122.1819876 47.5098889),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024703.0
5YJ3E1EA9K,King,Seattle,WA,98178.0,2019,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,220.0,48254,37.0,478181196,POINT (-122.2453 47.499708),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033011902.0
5YJSA1E25J,King,Auburn,WA,98092.0,2018,TESLA,MODEL S,BEV,Clean Alternative Fuel Vehicle Eligible,249.0,47165,31.0,475533642,POINT (-122.1550193 47.2884536),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031000.0
5YJSA1E48K,King,Kirkland,WA,98033.0,2019,TESLA,MODEL S,BEV,Clean Alternative Fuel Vehicle Eligible,270.0,109532,48.0,171810453,POINT (-122.1925969 47.676241),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022701.0
5YJ3E1EB7L,King,Kenmore,WA,98028.0,2020,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,322.0,149607,46.0,108805007,POINT (-122.2478069 47.75817),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021702.0
5YJ3E1EB7L,King,Seattle,WA,98177.0,2020,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,322.0,111922,36.0,104165260,POINT (-122.3691687 47.7403542),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001400.0
WA1VABGE2K,Clark,Vancouver,WA,98683.0,2019,AUDI,E-TRON,BEV,Clean Alternative Fuel Vehicle Eligible,204.0,151996,17.0,104386404,POINT (-122.515805 45.604689),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041310.0
5YJSA4H24F,King,Burien,WA,98166.0,2015,TESLA,MODEL S,BEV,Clean Alternative Fuel Vehicle Eligible,208.0,40117,34.0,198001128,POINT (-122.3472273 47.4568458),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033027902.0
1G1FY6S07L,Clark,Battle Ground,WA,98604.0,2020,CHEVROLET,BOLT EV,BEV,Clean Alternative Fuel Vehicle Eligible,259.0,109501,17.0,102111054,POINT (-122.5256203 45.7875036),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040408.0
5YJ3E1EA9K,King,Kent,WA,98030.0,2019,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,220.0,137521,47.0,262377363,POINT (-122.1994204 47.3741045),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029604.0
5YJ3E1EB8J,Yakima,Yakima,WA,98902.0,2018,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,215.0,39642,15.0,474530486,POINT (-120.530331 46.59534),PACIFICORP,53077001201.0
1G1FX6S0XH,King,Seattle,WA,98107.0,2017,CHEVROLET,BOLT EV,BEV,Clean Alternative Fuel Vehicle Eligible,238.0,103038,43.0,258504004,POINT (-122.3788863 47.6702397),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033003400.0
5YJ3E1EA0J,King,Bothell,WA,98011.0,2018,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,215.0,87587,1.0,329353510,POINT (-122.201408 47.754528),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022001.0
5YJSA1E27H,King,Seattle,WA,98112.0,2017,TESLA,MODEL S,BEV,Clean Alternative Fuel Vehicle Eligible,210.0,130558,37.0,258267586,POINT (-122.300312 47.629782),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007800.0
5YJ3E1EAXL,King,Bellevue,WA,98007.0,2020,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,266.0,37483,48.0,4686790,POINT (-122.1436732 47.6157551),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023201.0
5YJXCBE23L,King,Renton,WA,98055.0,2020,TESLA,MODEL X,BEV,Clean Alternative Fuel Vehicle Eligible,293.0,141076,11.0,4761438,POINT (-122.2003346 47.4487206),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029308.0
KNDCC3LG0L,King,Shoreline,WA,98133.0,2020,KIA,NIRO,BEV,Clean Alternative Fuel Vehicle Eligible,239.0,87533,32.0,258955224,POINT (-122.342434 47.736655),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033020700.0
5YJ3E1EA0K,King,Bellevue,WA,98004.0,2019,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,220.0,180932,48.0,260161275,POINT (-122.202397 47.619252),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023806.0
1G1FX6S04H,King,Shoreline,WA,98155.0,2017,CHEVROLET,BOLT EV,BEV,Clean Alternative Fuel Vehicle Eligible,238.0,164815,32.0,166747752,POINT (-122.301507 47.761784),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033021100.0
5YJ3E1EB4J,Snohomish,Mukilteo,WA,98275.0,2018,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,215.0,108049,21.0,475097738,POINT (-122.29943 47.912654),PUGET SOUND ENERGY INC,53061042006.0
1G1FX6S03H,King,Seattle,WA,98117.0,2017,CHEVROLET,BOLT EV,BEV,Clean Alternative Fuel Vehicle Eligible,238.0,63158,36.0,347884190,POINT (-122.377938 47.690166),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033003202.0
5YJXCAE45G,Kitsap,Bainbridge Island,WA,98110.0,2016,TESLA,MODEL X,BEV,Clean Alternative Fuel Vehicle Eligible,200.0,166279,23.0,179715154,POINT (-122.5305071 47.6400595),PUGET SOUND ENERGY INC,53035091002.0
5YJYGDEE1L,Clark,Vancouver,WA,98685.0,2020,TESLA,MODEL Y,BEV,Clean Alternative Fuel Vehicle Eligible,291.0,96021,18.0,120413380,POINT (-122.688741 45.711311),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040908.0
5YJ3E1EB8L,King,Sammamish,WA,98075.0,2020,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,322.0,128397,41.0,4700398,POINT (-122.0181135 47.5880568),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032224.0
5YJ3E1EA7J,King,Duvall,WA,98019.0,2018,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,215.0,133450,45.0,185838439,POINT (-121.956372 47.735604),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032402.0
1G1FW6S07H,Cowlitz,Kalama,WA,98625.0,2017,CHEVROLET,BOLT EV,BEV,Clean Alternative Fuel Vehicle Eligible,238.0,113059,20.0,111573311,POINT (-122.8116866 45.9959901),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF COWLITZ COUNTY,53015001601.0
5YJ3E1EB6K,King,Newcastle,WA,98056.0,2019,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,220.0,161113,41.0,128695780,POINT (-122.1819876 47.5098889),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024703.0
5YJXCAE2XJ,King,Sammamish,WA,98075.0,2018,TESLA,MODEL X,BEV,Clean Alternative Fuel Vehicle Eligible,238.0,77373,41.0,146937500,POINT (-122.0181135 47.5880568),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032224.0
1G1FW6S00J,Clark,Battle Ground,WA,98604.0,2018,CHEVROLET,BOLT EV,BEV,Clean Alternative Fuel Vehicle Eligible,238.0,56957,18.0,200892086,POINT (-122.5256203 45.7875036),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040203.0
5YJ3E1EB2L,King,Normandy Park,WA,98166.0,2020,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,322.0,114140,33.0,110954840,POINT (-122.3472273 47.4568458),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028600.0
5YJ3E1EA0L,Snohomish,Bothell,WA,98012.0,2020,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,266.0,71759,1.0,2183366,POINT (-122.206146 47.839957),PUGET SOUND ENERGY INC,53061052107.0
5YJSA1E21H,King,Seattle,WA,98109.0,2017,TESLA,MODEL S,BEV,Clean Alternative Fuel Vehicle Eligible,210.0,93909,36.0,234957096,POINT (-122.3441532 47.6305366),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006703.0
5YJXCBE46J,King,Seattle,WA,98115.0,2018,TESLA,MODEL X,BEV,Clean Alternative Fuel Vehicle Eligible,238.0,148352,46.0,475152275,POINT (-122.3008235 47.6862671),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033002600.0
5YJ3E1EB4J,King,Seattle,WA,98102.0,2018,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,215.0,120580,43.0,475818899,POINT (-122.3212726 47.6296532),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006500.0
5YJSA1H27E,King,Bellevue,WA,98004.0,2014,TESLA,MODEL S,BEV,Clean Alternative Fuel Vehicle Eligible,208.0,69900,48.0,206743421,POINT (-122.202397 47.619252),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023805.0
5YJ3E1EA3J,King,Kirkland,WA,98034.0,2018,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,215.0,134081,1.0,280110211,POINT (-122.2026532 47.7210518),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022203.0
5YJ3E1EB7J,King,Seattle,WA,98102.0,2018,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,215.0,52679,43.0,468666068,POINT (-122.3212726 47.6296532),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006500.0
KNDCC3LG8K,Thurston,Olympia,WA,98502.0,2019,KIA,NIRO,BEV,Clean Alternative Fuel Vehicle Eligible,239.0,104120,35.0,1696005,POINT (-122.943445 47.059252),PUGET SOUND ENERGY INC,53067011902.0
1G1FX6S0XH,King,Seattle,WA,98177.0,2017,CHEVROLET,BOLT EV,BEV,Clean Alternative Fuel Vehicle Eligible,238.0,42822,32.0,124115932,POINT (-122.3691687 47.7403542),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000403.0
1G1FY6S0XL,Clark,Camas,WA,98607.0,2020,CHEVROLET,BOLT EV,BEV,Clean Alternative Fuel Vehicle Eligible,259.0,55229,18.0,259670708,POINT (-122.4220033 45.6092439),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041400.0
5YJ3E1EB1K,King,Seattle,WA,98133.0,2019,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,220.0,40817,36.0,478400919,POINT (-122.342434 47.736655),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001400.0
5YJ3E1EB6K,King,Bellevue,WA,98008.0,2019,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,220.0,157371,48.0,473767801,POINT (-122.1197677 47.6103472),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023100.0
5YJSA1E23J,King,Redmond,WA,98052.0,2018,TESLA,MODEL S,BEV,Clean Alternative Fuel Vehicle Eligible,249.0,39672,45.0,258093741,POINT (-122.1207376 47.6705374),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032321.0
5YJYGDEE9L,King,Kirkland,WA,98034.0,2020,TESLA,MODEL Y,BEV,Clean Alternative Fuel Vehicle Eligible,291.0,32247,45.0,117482228,POINT (-122.2026532 47.7210518),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021903.0
5YJXCBE26K,Clark,Ridgefield,WA,98642.0,2019,TESLA,MODEL X,BEV,Clean Alternative Fuel Vehicle Eligible,289.0,180196,18.0,293226503,POINT (-122.6958231 45.804249),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040905.0
1N4BZ1DPXL,Thurston,Olympia,WA,98506.0,2020,NISSAN,LEAF,BEV,Clean Alternative Fuel Vehicle Eligible,215.0,80787,22.0,132971149,POINT (-122.86491 47.07503),PUGET SOUND ENERGY INC,53067010300.0
5YJYGDEE9L,King,Bothell,WA,98011.0,2020,TESLA,MODEL Y,BEV,Clean Alternative Fuel Vehicle Eligible,291.0,161794,1.0,116957438,POINT (-122.201408 47.754528),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021905.0
1G1FZ6S06K,King,Seattle,WA,98108.0,2019,CHEVROLET,BOLT EV,BEV,Clean Alternative Fuel Vehicle Eligible,238.0,73401,37.0,251566549,POINT (-122.3173531 47.5484673),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033011002.0
5YJXCBE23G,King,Bothell,WA,98011.0,2016,TESLA,MODEL X,BEV,Clean Alternative Fuel Vehicle Eligible,200.0,142400,1.0,102459297,POINT (-122.201408 47.754528),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021804.0
5YJ3E1EA8J,King,Seattle,WA,98103.0,2018,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,215.0,171250,36.0,348974741,POINT (-122.3499053 47.673887),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033002900.0
5YJ3E1EA1L,King,Seattle,WA,98125.0,2020,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,266.0,106083,46.0,112054092,POINT (-122.304356 47.715668),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000102.0
5YJ3E1EB0J,King,Newcastle,WA,98056.0,2018,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,215.0,154509,41.0,475691912,POINT (-122.1819876 47.5098889),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025001.0
5YJSA1E23G,King,Kirkland,WA,98034.0,2016,TESLA,MODEL S,BEV,Clean Alternative Fuel Vehicle Eligible,210.0,144067,1.0,170445971,POINT (-122.2026532 47.7210518),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022300.0
5YJSA1H26F,Kitsap,Silverdale,WA,98383.0,2015,TESLA,MODEL S,BEV,Clean Alternative Fuel Vehicle Eligible,208.0,68982,23.0,131621640,POINT (-122.7035285 47.660204),PUGET SOUND ENERGY INC,53035090400.0
5YJ3E1EA0J,King,Bellevue,WA,98004.0,2018,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,215.0,102659,41.0,329272870,POINT (-122.202397 47.619252),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023901.0
5YJSA1E22L,Clark,Camas,WA,98607.0,2020,TESLA,MODEL S,BEV,Clean Alternative Fuel Vehicle Eligible,330.0,53577,18.0,220366226,POINT (-122.4220033 45.6092439),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041400.0
LPSED3KA6M,King,Seatac,WA,98148.0,2021,POLESTAR,PS2,BEV,Clean Alternative Fuel Vehicle Eligible,233.0,115526,33.0,268450829,POINT (-122.3300442 47.4483434),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028500.0
5YJ3E1EAXK,King,Sammamish,WA,98074.0,2019,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,220.0,152202,45.0,343099501,POINT (-122.0430602 47.6259676),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032318.0
5YJ3E1EA0J,King,Seattle,WA,98125.0,2018,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,215.0,112334,46.0,136280980,POINT (-122.304356 47.715668),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001100.0
1G1FW6S08J,King,Tukwila,WA,98168.0,2018,CHEVROLET,BOLT EV,BEV,Clean Alternative Fuel Vehicle Eligible,238.0,72720,11.0,305552600,POINT (-122.297205 47.486649),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033027200.0
5YJSA1E43K,King,Shoreline,WA,98177.0,2019,TESLA,MODEL S,BEV,Clean Alternative Fuel Vehicle Eligible,270.0,116594,32.0,245468044,POINT (-122.3691687 47.7403542),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033020800.0
5YJ3E1EB0L,King,Bellevue,WA,98004.0,2020,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,322.0,109123,48.0,146918670,POINT (-122.202397 47.619252),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024001.0
5YJSA1S25F,King,Bellevue,WA,98008.0,2015,TESLA,MODEL S,BEV,Clean Alternative Fuel Vehicle Eligible,208.0,116900,48.0,146642793,POINT (-122.1197677 47.6103472),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023000.0
5YJ3E1EC2L,Kitsap,Bainbridge Island,WA,98110.0,2020,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,308.0,65809,23.0,103460479,POINT (-122.5305071 47.6400595),PUGET SOUND ENERGY INC,53035090700.0
5YJ3E1EB3K,King,Seattle,WA,98177.0,2019,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,220.0,161422,32.0,332349776,POINT (-122.3691687 47.7403542),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000500.0
5YJSA1CN7C,King,Bellevue,WA,98007.0,2012,TESLA,MODEL S,BEV,Clean Alternative Fuel Vehicle Eligible,265.0,59900,48.0,212602568,POINT (-122.1436732 47.6157551),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023603.0
1G1FX6S06H,Thurston,Olympia,WA,98502.0,2017,CHEVROLET,BOLT EV,BEV,Clean Alternative Fuel Vehicle Eligible,238.0,132334,22.0,112919999,POINT (-122.943445 47.059252),PUGET SOUND ENERGY INC,53067010520.0
5YJ3E1EB6L,King,Redmond,WA,98052.0,2020,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,322.0,108133,45.0,3259315,POINT (-122.1207376 47.6705374),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032323.0
5YJSA1E45L,Kitsap,Poulsbo,WA,98370.0,2020,TESLA,MODEL S,BEV,Clean Alternative Fuel Vehicle Eligible,337.0,33270,23.0,102573621,POINT (-122.6368884 47.7469547),PUGET SOUND ENERGY INC,53035090502.0
5YJSA1H48F,Thurston,Olympia,WA,98501.0,2015,TESLA,MODEL S,BEV,Clean Alternative Fuel Vehicle Eligible,208.0,120332,22.0,260841878,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067010802.0
5YJ3E1EB0L,King,Seattle,WA,98108.0,2020,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,322.0,84367,11.0,107328112,POINT (-122.3173531 47.5484673),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033010001.0
1G1FY6S01L,Thurston,Olympia,WA,98501.0,2020,CHEVROLET,BOLT EV,BEV,Clean Alternative Fuel Vehicle Eligible,259.0,111412,22.0,5966775,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067010100.0
5YJ3E1EA2J,King,Redmond,WA,98052.0,2018,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,215.0,43043,48.0,333238734,POINT (-122.1207376 47.6705374),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022902.0
